id,inventar_nr,material,wasserzeichen,hoehe,breite,bezeichnungen,zeit,jahr,beschreibung,kommentar,thementexte,literatur,index,index_ids,zusammenhang
92130,"GK II (12) II-1-Bc-29 Rs",Vergépapier,"""S & E"" Kartusche mit Bienenkorb",2280,3590,,"um 1826",1826,"Die Seite wird o. M. (um 180° gedreht) und u. r. (um 90° gedreht) von drei ganz- bzw. halbfigurigen Darstellungen von griechischen Freiheitskämpfern in Uniform und mit Säbeln und Gewehren dominiert. Charakteristisch ist die Kappe als Kopfbekleidung. – Mittig die Ansicht eines Baummonumentes. Um einen Baum ist ein vierseitiges Postament mit je einem Greif an jeder Seite positioniert, das auf einer schmalen, stufenförmigen Bodenplatte steht. – Dazwischen ist ohne Zusammenhang die um 180° gedrehte Umrissskizze zu einem Zentralbau mit Tambourkuppel angedeutet. – O. r., um 90° gedreht, Kopf eines jungen, schnurrbartlosen, griechischen Freiheitskämpfers.","Friedrich Wilhelm (IV.) hegte besondere Sympathie für den griechischen Freiheitskampf gegen die türkische Herrschaft und zeigte sein Interesse für die zeitgenössischen politischen Entwicklungen mehrfach durch figürliche Darstellungen wie die hier vorliegenden. Dies könnte besonders durch die Landung Lord Byrons bei der bedrohten griechischen Festung Mesolongi (1824), den heldenhaften, aber vergeblichen Verteidigungskampf von Mesolongi (1827) oder die Schlacht bei Navarin gegen die türkische Flotte (1827), die zum Frieden von Adrianopel und zur Unabhängigkeit Griechenlands 1830 führte, befördert worden sein. Heinz Schönemann wies darauf hin, dass die Begeisterung Friedrich Wilhelms für den Freiheitskampf der Griechen auch durch die Lektüre von Werken Lord Byrons und von Thomas Moore hervorgerufen oder beeinflusst wurde (Ausst. Kat. Friedrich Wilhelm IV. 1995, S. 246). Einige dieser Darstellungen standen im Zusammenhang mit Architekturmotiven für das Hippodrom in Charlottenhof [GK II (12) II-1-Cg-121 vom 3. Oktober 1830] [?]. – Die Datierung der Seite orientiert sich an derjenigen von GK II (12) II-1-Bc-29. (A. M.)",Charlottenhof,,"topographisch: Potsdam: Stadt: Sakralbauten: Nikolaikirche; sachlich: Architektur: Profanbauten: Denkmal und Ehrenmonument; sachlich: Figurendarstellung: profan: Kämpfer: griechisch","388; 521; 719",
92132,"GK II (12) II-1-Bc-30",Velinpapier,,2240,2640,"Spätere Bezeichnung von Albert Geyer.","um 1825/1826",1825,"U. l. zwei Kopfstudien und ein Schnörkel. – M. l., um 90° gedreht, Darstellung eines preußischen Offiziers (Garde du Corps). – U. M. Aufriss eines Zentralbaus mit zweistöckigem Tambour und Kuppel sowie drei klassischen Portiken mit Dreiecksgiebel. – M. r. ein großer Schnörkel.","Die Seite mit den sehr verschiedenen und zusammenhangslosen Darstellungen hat für den Planungsprozess der Potsdamer Nikolaikirche [?] – wie aufgrund der Form der Kirche u. M. vielleicht vermutet werden könnte – geringere Bedeutung, da die gezeichnete Variante mehrfach auf anderen Blättern wiedergegeben wurde. Der Aufbau mit einem zweistöckigen Tambour entspricht einem Entwurfsstand um 1825/1826 und wurde kurz darauf nicht mehr weiter verfolgt. (A. M.)","Nikolaikirche Potsdam",,"topographisch: Potsdam: Stadt: Sakralbauten: Nikolaikirche; sachlich: Figurendarstellung: profan: Kopf: männlich; sachlich: Figurendarstellung: profan: Offizier; sachlich: Ornament: Schnörkel","388; 722; 728; 863",
92135,"GK II (12) V-1-A-46",Velinpapier,,1650,2100,,1814/1816,1815,"Bildmäßig gerahmte Zeichnung einer Wasserburg im normannischen Stil mit flach gedeckter, italianisierender Basilika, umgeben von stürmischer See mit Segelboot und Felsküste im Hintergrund.","Der Kronprinz plante eine Ordensburg für sich und seine Geschwister, die in der Nähe von Potsdam auf dem Kälberwerder stehen sollte. Die Zeichnungen des Kronprinzen zum St.-Georgs-Orden [?] zeigen ausschließlich gotische Entwürfe einer Burg beziehungsweise eines Klosters mit Kapelle. Dabei nimmt der Baukomplex meist die ganze Fläche einer kleinen Insel ein. Auf dieser mit Sorgfalt ausgeführten Zeichnung wirkt die Havel – sollte die Lokalisierung zutreffen – wie eine stürmische See, die hohen Felsen im Hintergrund evozieren gar den Eindruck einer südlichen Küstenlandschaft. Hohe Wellen brechen an den wehrhaften Sockelmauern der Klosteranlage, ohne die Gebäude und damit im übertragenen Sinne die Monarchie zu beschädigen. Diese ritterliche Ordensburg verbindet in Form der beiden Türme weithin sichtbar Kirche und Staat. Dabei ist der Kirchturm höher als der Donjon. Friedrich Wilhelm führte seine Macht auf das gottgegebene Recht auf die Krone zurück [vgl. GK II (12) II-2-Bf-11; GK II (12) II-2-Bf-2]. Liegt dieser Zeichnung also tatsächlich der Gedanke der Gründung des St.-Georgs-Ordens zugrunde, so ist die Darstellung ein interessanter Beleg für die Überschneidungen von konkreter Planung und idealer, geradezu symbolischer Projektion in den Zeichnungen des Kronprinzen. (C. H.)","St. Georgen im See","Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 122","topographisch: Potsdam: Kälberwerder: St. Georgen im See; sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kloster; sachlich: Ordensgemeinschaft: St. Georgen im See","350; 602; 626; 860","92119; 92137"
92136,"GK II (12) II-1-Bc-31",Vergépapier,"Bischofsfigur mit Stab + ""A""",2190,3580,"Spätere Bezeichnung von Albert Geyer.","um 1825/1826",1825,"In der Mitte die perspektivische Ansicht eines Zentralbaus, bestehend aus Kubus, zweistöckigem Tambour und Kuppel, sowie einem Portikus an der Platzseite. Den Bau umgeben skizzenhaft angedeutete Rechteckbauten, die einen rechteckigen Platz ergeben, in den der Zentralbau eingebunden ist und als Höhendominante fungiert. – Auf der rechten Seitenhälfte oben drei Schnörkel, eine nur angedeutete Kopfstudie und die sehr klein gezeichnete Seitenansicht eines Portikus mit Dreiecksgiebel.","Die für die Planungen zur Potsdamer Nikolaikirche [?] relevante Darstellung in der Mitte zeigt die neue Kirche mit noch zweistöckigem Tambour als Höhendominante gegenüber der schematisch skizzierten Wohnbebauung am Alten Markt. Die Zeichnung dürfte daher vorrangig als Proportionsskizze für den Kronprinzen gedient haben. Aus dieser geht hervor, dass der Portikus mit der Spitze des Dreiecksgiebels etwa der Traufhöhe der die Kirche umgebenden Wohnhäuser entsprechen sollte. Die Seite dürfte – aufgrund des zweistöckigen Tambours – um 1825/1826 entstanden sein. (A. M.)","Nikolaikirche Potsdam",,"topographisch: Potsdam: Stadt: Sakralbauten: Nikolaikirche; sachlich: Architektur: Bauteil: Portikus; sachlich: Figurendarstellung: profan: Kopf: männlich; sachlich: Ornament: Schnörkel","388; 499; 722; 863",
92137,"GK II (12) II-2-Bf-2",Vergépapier,"""I W E"" u. Posthorn, floral umkränzt",3680,2360,"Spätere Bezeichnung von Johannes Sievers.",1814/1816,1815,"U. M. Aufriss einer klosterartigen Anlage. Darüber und l. fünf Grundrisse und Situationspläne mehrerer Gebäude, zum Teil bemaßt und mit Nummern versehen. O. l. wohl stark schematisierter Umriss der Silhouette der Klosteranlage.","Der Kronprinz plante eine Ordensburg [?] für sich und seine Geschwister, die in der Nähe von Potsdam auf dem Kälberwerder stehen sollte. Die Zeichnungen des Kronprinzen zum St.-Georgs-Orden zeigen ausschließlich gotisierende Entwürfe einer Burg beziehungsweise eines Klosters mit Kapelle. Friedrich Wilhelm hat auf die Umrisse der Insel Kälberwerder verschiedene Grundrisse der geplanten Ordensburg gezeichnet. Dabei nimmt der Baukomplex meist die ganze Fläche einer kleinen Insel ein. Die Räume auf zwei Grundrissen sind durchnummeriert, offensichtlich hat sich der Kronprinz bereits konkrete Gedanken über ihre Nutzung gemacht. (C. H.)","St. Georgen im See","Zuchold, Gerd-H.: Der Kronprinz als Kloster- und Ordensgründer. Die Entwurfszeichnungen Friedrich Wilhelms (IV.) zum Kloster ""St. Georgen im See"", in: Jahrbuch Preussischer Kulturbesitz, Bd. 29, Berlin 1992, S. 483-507., S. 491. 
Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 122","topographisch: Potsdam: Kälberwerder: St. Georgen im See; sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kloster; sachlich: Architektur: Situationsplan; sachlich: Ordensgemeinschaft: St. Georgen im See","350; 602; 626; 639; 860",92135
92139,"GK II (12) II-2-Bf-7",Vergépapier,"Tanne mit Spieß und Blumen",2150,3530,,1814/1816,1815,"Zentral und auf der linken Seitenhälfte mehrere Ansichten einer Burganlage mit Kapelle. O. r. ein dazugehöriger Grundriss. U. r., um 90° gedreht, ein Schnitt durch die Anlage, der Einblick in die zweietagige Aufteilung der Burg gibt.","Die Zeichnung entstand im Rahmen der Planung für die Burg des St.-Georgs-Ordens [?]. Die zugehörige Kirche besitzt zwei unterschiedliche Grundformen. Der eine, hier wiedergegebene Typ ist ein schmaler, lang gestreckter einschiffiger Raum mit polygonalem Chor und Kreuzgratgewölbe, der von einer zierlichen Fiale als Dachreiter bekrönt wird. Ursula Röper-Vogt erkannte die große Ähnlichkeit einiger dieser Kirchenentwürfe Friedrich Wilhelms für St. Georgen im See (vor allem in dieser Zeichnung) mit der im 18. Jahrhundert abgebrochenen St. Marienkirche auf dem Harlungerberg bei Brandenburg und ihrem hochgotischen Chor. Dabei bezieht sie sich auf eine Zeichnung dieser Kirche, die in der Berliner Schlossbibliothek vorhanden gewesen sein muss. Diese Tatsache ist nicht nur vom ästhetischen Gesichtspunkt her interessant, denn die besagte Marienkirche war auch die Kirche des von den Vorfahren Friedrich Wilhelms gegründeten ""Schwanenordens"". Vielleicht wollte Friedrich Wilhelm auf diesem Wege den traditionellen preußisch-protestantischen Orden zunächst in seinem privaten Umfeld wiederbeleben bzw. an dessen Tradition anknüpfen, bevor er dann nach seinem Regierungsantritt den Orden tatsächlich neu belebte. Zuchold sieht in eben diesen Kirchenentwürfen ""mit den hohen Fialtürmchen und dem flachen Dach"" einen Zusammenhang mit der englischen Herrschaftsarchitektur wie der 1503-1510 entstandenen Kapelle Heinrichs VII. von Westminster Abbey in London. Die englische Architektur dürfte hier jedoch eher allgemeinen Vorbildcharakter gehabt haben. Das direkte Vorbild der Brandenburger Marienkirche erscheint sowohl semantisch als auch von ihrer Gestalt her sehr plausibel. (C. H.)","St. Georgen im See","Zuchold, Gerd-H.: Der Kronprinz als Kloster- und Ordensgründer. Die Entwurfszeichnungen Friedrich Wilhelms (IV.) zum Kloster ""St. Georgen im See"", in: Jahrbuch Preussischer Kulturbesitz, Bd. 29, Berlin 1992, S. 483-507., 488. 
Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., 122. 
Röper-Vogt, Ursula: Wozu können ""alte Klöster herhalten""? Friedrich Wilhelm IV. und die Rezeption von Klosterarchitektur im 19. Jahrhundert, in: Brandenburgische Denkmalpflege, 3, Berlin 1994, S. 75-80., ","topographisch: Potsdam: Kälberwerder: St. Georgen im See; sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kloster; sachlich: Architektur: Situationsplan; sachlich: Ordensgemeinschaft: St. Georgen im See","350; 602; 626; 639; 860",
92141,"GK II (12) II-1-Bc-31 Rs",Vergépapier,"""Lemelson""",2190,3580,,"um 1825/1826",1825,"Die Seite zeigt die perspektivische Ansicht einer Terrassenanlage mit halbrundem Vorsprung an einem Berghang, an deren Seite zum abfallenden Hang ein zweistöckiger, langgestreckter Villenbau platziert ist. Dieser besitzt ein umlaufendes Horizontalgesims und Bekrönungen auf der Attika. Der hangabgewandten Seite gegenüber liegt – nur durch einen Weg getrennt – ein eingeschossiges Nebengebäude, hinter dem sich der Wald und ein Bergmassiv abzeichnen. – Links neben der Darstellung drei Schnörkel.","Die Zeichnung stellt vermutlich ein Kasino dar, ist aber weder einem realen Gebäude noch einer anderen Planung zuzuordnen. Die Datierung richtet sich nach der der Vorderseite GK II (12) II-1-Bc-31. (A. M.)",,,"sachlich: Architektur: Profanbauten: Casino; sachlich: Architektur: Profanbauten: Villa: Villa am Hang; sachlich: Ornament: Schnörkel","520; 580; 863",
92147,"GK II (12) II-1-Bc-32",Vergépapier,"""S & E""",3590,2280,"Spätere Bezeichnung von Albert Geyer.","um 1826",1826,"U. l. als größte Darstellung der Seite die perspektivische Ansicht eines Zentralbaus: hoher zweigeschossiger Kubus mit Tambourkuppel und vier über Eck gestellten polygonalen Ecktürmen. Die Türme besitzen als obere Abschlüsse gotische Tabernakel und Fialen. Die Fassade des Kubus ist durch Arkadenbögen in zwei Geschosse gegliedert, die jedoch keinen Risalit ausbilden. Darunter zwei dazugehörige Grundrisse, die sich nur durch Modifikationen an den Ecktürmen unterscheiden. – U. r. sehr schwach erhaltene Ansicht eines Kuppelbaus mit ebenfalls überkuppelten Türmen. – In der Mitte ein kleiner Kirchengrundriss mit polygonalen Apsiden nach dem Vorbild des Florentiner Domes und die Ansicht eines Kuppelbaus mit einem Kampanile in Form desjenigen von San Marco in Venedig. – O. M., um 180° gedreht, Aufriss einer Anlage mit zwei Kuppelbauten und einem mittleren schlanken Turm über einem Portalbau.","Die vom Kronprinzen bevorzugten Vorbilder, wie der Dom in Florenz (Grundriss) und der Markusturm in Venedig [Aufriss M., vgl. auch GK II (12) IV-B-12, Aufriss M. l.], sind erkennbar variiert und teilweise mit anderen architektonischen Elementen verknüpft. Sie dienten als Anregungen für die Entwurfsfindung zur Potsdamer Nikolaikirche [?]. Anhand der großen perspektivischen Darstellung ist abzulesen, wie der Kronprinz eine Synthese von Zentralbau und Turmfront suchte und dabei selbst stilistische Grenzen, wie die zwischen Renaissance- und gotischen Formen, verwischte. Die Grundrisse zur Nikolaikirche [?] (u. l. und u. M.) zeigen, dass die vorwiegend aus der Revolutionsarchitektur stammende Idee einer vollständigen Rotunde, an die mehrere Türme gesetzt werden, den Kronprinzen beherrschte. Die Ecktürme waren hier nicht – wie nach 1843 bei Persius – durch konstruktive Erwägungen motiviert, sondern dienten allein dem Ziel, in Potsdam eine städtebauliche Landschaft zu schaffen, die von Türmen und Kuppeln nach dem Vorbild italienischer Städte dominiert werden sollte. Ähnliches vollzog er in den Entwürfen für die Garnisonkirche [?] und die Heiliggeistkirche [?] in Potsdam. Die Ansicht korrespondiert mit der modellhaften Darstellung auf GK II (12) II-1-Bc-29. – Der schematische Aufriss o. M. spiegelt das Projekt einer Doppelkirche [?], das auf mehreren Seiten in ähnlicher Form variiert wird [u. a. GK II (12) I-1-C-20 Rs]. (A. M.)","Nikolaikirche Potsdam; Doppelkirche",,"topographisch: Potsdam: Stadt: Sakralbauten: Nikolaikirche; sachlich: Architektur: Sakralbauten: Kirche: Doppelkirche; sachlich: Architektur: Sakralbauten: Kirche: Kuppelkirche","388; 600; 609",
92152,"GK II (12) II-2-Bf-3",Vergépapier,"""Friedrich Wilhelm d III"" u. männl. Profil, floral umkränzt",2100,3450,,"1814/1816 oder um 1840/1850",1830,"Über die Seite verteilt, z. T. um 180° gedreht, mehrere differenziert ausgearbeitete Aufrisse, Ansichten und Grundrisse einer burgartigen Anlage mit Kirchenbau auf hohem Schutzwall. – M. l., um 180° gedreht, kleiner gotisierender Turm.","Der Kronprinz plante eine Ordensburg für sich und seine Geschwister, die in der Nähe von Potsdam auf dem Kälberwerder stehen sollte. Die Zeichnungen des Kronprinzen zum St.-Georgs-Orden [?] zeigen ausschließlich gotische Entwürfe einer Burg beziehungsweise eines Klosters mit Kapelle. Die Kapelle dieser Zeichnung weist einige Ähnlichkeiten mit dem Chor des Kölner Domes auf. Mit diesem Bau hat sich der Kronprinz gleichzeitig erstmals auseinandergesetzt. Auch wenn die Zeichnungen nicht direkt auf die Lage auf einer Insel hinweisen, ist aufgrund der ähnlichen Gebäudedisposition von St. Georgen im See der Zusammenhang mit diesem Projekt möglich. (C. H.) Gleichwohl könnten die Grundrisse auch mit einem anderen Großprojekt Friedrich Wilhelms IV. zu tun haben, nämlich dem Wiederaufbau der Burg Hohenzollern als dem Stammsitz der Familie. Darauf deuten vor allem die avisierte Höhenlage der Burg (o. r. und u. M.) und die Stellung von Kirchenbau und übrigen Gebäudeteilen hin, die sich ähnlich bei der Burg Hohenzollern wiederfindet. Zwar hat der Kronprinz die Burgruine bereits 1819 besucht, doch wurde der Wiederaufbaugedanke erst sukzessive ab 1850 (bis 1867) umgesetzt. Trifft diese Zuordnung der Zeichnungen zu, dürften die Skizzen wohl erst in den 1840er Jahren entstanden sein, als das Projekt konkreter wurde. (J. M.)","St. Georgen im See","Zuchold, Gerd-H.: Der Kronprinz als Kloster- und Ordensgründer. Die Entwurfszeichnungen Friedrich Wilhelms (IV.) zum Kloster ""St. Georgen im See"", in: Jahrbuch Preussischer Kulturbesitz, Bd. 29, Berlin 1992, S. 483-507., S. 487. 
Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 123","topographisch: Hechingen: Profanbauten: Burg Hohenzollern; topographisch: Potsdam: Kälberwerder: St. Georgen im See; sachlich: Architektur: Profanbauten: Turm; sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kloster; sachlich: Architektur: Situationsplan; sachlich: Ordensgemeinschaft: St. Georgen im See","262; 350; 571; 602; 626; 639; 860",
92157,"GK II (12) II-1-Bc-32 Rs 1",Vergépapier,"""S & E""",3590,2280,"Spätere Bezeichnung von Albert Geyer.","um 1826",1826,"U. l. skizzenhafter Aufriss der basilikalen Westseite des Domes von Pisa mit Vierungskuppel und Kampanile (Schiefer Turm). – In der Seitenmitte, um 90° gedreht, schwach erkennbare Aufrissskizze eines Zentralbaus mit Tambourkuppel und Ecktürmen. – Auf der oberen Seitenhälfte, um 90° gedreht, der Aufriss der Westseite einer oberitalienischen Basilika mit drei Rundbogenarkaden, daneben der Grundriss mit Vorhalle, kurzem dreijochigen Langhaus und einem Chorhaupt mit drei Apsiden und je einer seitlichen Apsis. Dieser Grundriss überlagert den Aufriss einer Kirchenanlage mit zwei Kuppeln über seitlichen Portalen. In der Gebäudemitte befindet sich zudem ein schlanker mehrgeschossiger Turm, der wie ein Kampanile mittels Arkadenbögen mit den Torbauten verbunden ist.","Die untere Grundrisszeichnung, die den Dom und den ""Schiefen Turm"" von Pisa zeigt, ist in der Wiedergabe nicht korrekt. Der Kronprinz zeichnete sicher aus der Erinnerung an eine bildliche Vorlage (Italienreise erst Ende 1828), vergaß am Turm ein Geschoss und gab daher die Westseite der Dombasilika nur äußerst summarisch wieder. Es fehlt nicht nur die charakteristische ""Loggette"" (Bogengänge in 4 Zonen) an der Westfassade (2. Hälfte 13. Jh.), sondern auch der Dreiecksgiebel. Auch an der Kuppel lassen sich die existierenden Wimperge mit Spitzbögen und Kleeblattformen, die den Tambour umrunden, nur anhand des Zickzackmusters in Friedrich Wilhelms Skizze erahnen. Der basilikale Grundriss ist in Teilen dem Chor des Pisaner Doms ähnlich, aber gibt diesen nicht korrekt wieder. Es dürfte sich eher um eine andere kleine Kirche aus dem Umkreis von Pisa, Siena, Lucca oder Florenz handeln. In Frage käme etwa San Francesco in Lucca, die zumindest eine ähnliche Westfassade aufweist und für Friedrich Wilhelm (IV.) insofern interessant gewesen sein könnte, als sich innen in der Nähe des Chores die Fragmente eines Denkmals für Nino Visconti befinden, den Dante im 8. Gesang des Fegefeuers erwähnte. – Die Darstellung der Kirche oder Toranlage (?) o. r. mit zwei Kuppeln und mittlerem Einturm ist nicht zu lokalisieren und steht in keinem Zusammenhang mit den Planungen zur Nikolaikirche [?]. Möglicherweise gehört die Zeichnung in den Kreis von Entwürfen für eine Doppelkirche [?], die jeweils zwei getrennte Kirchen (als Basilika oder Zentralbau) und einen mittleren Turm aufweisen. (A. M.)","Nikolaikirche Potsdam; Doppelkirche",,"topographisch: Pisa: Sakralbauten: Dom; topographisch: Potsdam: Stadt: Sakralbauten: Nikolaikirche; sachlich: Architektur: Sakralbauten: Kirche: Basilika; sachlich: Architektur: Sakralbauten: Kirche: Doppelkirche","301; 388; 597; 600",
92160,"GK II (12) II-2-Bf-5",Vergépapier," Adler mit Krone, Zepter, Reichsapfel u. ""FR""",2020,1090,,1814/1816,1815,"Auf der Seite verteilt diverse Ansichten, Aufrisse, Schnitte und Grundrisse einer Klosteranlage mit Kapelle. – O. r. und M. r. zwei Skizzen zu Rundbögen. – U. r. kleine Szene mit Kruzifix und weiteren Personen (Kreuzabnahme?), u. M. weitere kleine Skizze mit dem aufgerichteten Kruzifix. – O. r. kalligraphische Übungen zu ""Fritz"" und M. r. zu ""Monsieur de [...]"" (unleserlich).","Der Kronprinz plante eine Ordensburg für sich und seine Geschwister, die in der Nähe von Potsdam auf dem Kälberwerder stehen sollte. Die Zeichnungen des Kronprinzen zum St.-Georgs-Orden [?] zeigen ausschließlich gotische Entwürfe einer Burg beziehungsweise eines Klosters mit Kapelle. Die Ordenskirche ist in zwei unterschiedlichen Grundformen dargestellt. Diese Seite zeigt einen größeren Kapellentyp. Die Kirche ist dreischiffig und endet in einem Kleeblatt- oder Dreikonchenchor [vgl. GK II (12) II-2-Bf-8]. (C. H.)","St. Georgen im See","Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 123","topographisch: Potsdam: Kälberwerder: St. Georgen im See; sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kloster; sachlich: Architektur: Situationsplan; sachlich: Figurendarstellung: biblisch: Neues Testament: Kreuzabnahme; sachlich: Ordensgemeinschaft: St. Georgen im See; sachlich: Ornament: Kalligrafie; sachlich: Symbol: religiös: Kruzifix","350; 602; 626; 639; 679; 860; 862; 883",92171
92171,"GK II (12) II-2-Bf-8",Vergépapier,"Adler mit Krone, Zepter, Reichsapfel u. ""FR"", gespiegelt: ""K H Stuck"".",2020,1090,,1814/1816,1815,"M. r. detaillierter Grundriss einer Klosteranlage mit dreischiffiger Kirche, Türmen und Wohngebäuden, die um einen Innenhof angeordnet sind. – U. l. kleine Ansicht einer Klosteranlage im See. – O. l. und u. r. kalligraphische Übungen. – U. M. angeschnittener orientalischer Kopf mit federgeschmücktem Turban.","Grundriss und Ansicht entstanden im Kontext der Planungen zum St.-Georgs-Orden [?] auf dem Kälberwerder. Die Zeichnungen des Kronprinzen für diese Kongregation zeigen ausschließlich gotische Entwürfe einer Burg beziehungsweise eines Klosters mit Kapelle. Die Ordenskirche zeigt sich in zwei unterschiedlichen Grundformen. Der eine Typ ist ein schmaler, lang gestreckter einschiffiger Raum mit polygonalem Chor und Kreuzgratgewölbe, der von einer zierlichen Fiale als Dachreiter bekrönt wird. Diese Seite zeigt einen größeren Kapellentyp. Dieser ist dreischiffig und öffnet sich in einen Kleeblatt- oder Dreikonchenchor [vgl. GK II (12) II-2-Bf-5]. Der Kronprinz experimentierte hier auch mit einem halbrunden, von zwei runden Türmen flankierten Westbau im Übergang zwischen den Klostergebäuden und der Kirche. (C. H.)","St. Georgen im See","Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 123","topographisch: Potsdam: Kälberwerder: St. Georgen im See; sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kloster; sachlich: Architektur: Situationsplan; sachlich: Figurendarstellung: profan: Orient oder orientalischer Stil; sachlich: Ordensgemeinschaft: St. Georgen im See; sachlich: Ornament: Kalligrafie","350; 602; 626; 639; 730; 860; 862","92160; 92281"
92173,"GK II (12) II-1-Bc-32 Rs 2",Vergépapier,"Kartusche mit Bienenkorb",3590,2280,"Aufschrift Friedrich Wilhelms (IV.) (?): ""Agamemnon"".","um 1826 (?)",1826,"Auf der unteren Seitenhälfte die Figur eines bärtigen Mannes, der eine Toga trägt und seine Arme ausbreitet. – Darüber in der Seitenmitte eine kleine Skizze eines basilikalen Grundrisses. – Am oberen Rand, um 180° gedreht, die Beischrift ""Agamemnon"".","Durch die kaum lesbare Beschriftung, wohl von der Hand Friedrich Wilhelms (IV.), ist die männliche Figur als Agamemnon bezeichnet. Dieser war als König von Mykene der Vater von Iphigenie und Heerführer der Griechen im Trojanischen Krieg, zudem einer der Hauptfiguren von Homers ""Ilias"", einem Werk, das zur Lektüre des Kronprinzen gehörte. Der Typus der männlichen Gestalt mit ausgebreiteten Armen war durch Thorvaldsens berühmte Christusfigur von 1821 (als Nachguss auch 1851 im Atrium der Friedenskirche aufgestellt) bekannt und wurde vom Kronprinzen nachgeahmt. (A. M.)",,,"sachlich: Architektur: Sakralbauten: Kirche: Basilika; sachlich: Figurendarstellung: mythologisch: Agamemnon","597; 689",
92178,"GK II (12) II-2-Bf-10 Rs",Velinpapier,,1944,3042,"Betitelung mit Devanagari-Zeichen, transkribiert: ""Sankt Georgen im See"" [Friedrich Wilhelm (IV.)].",1814/1816,1815,"Gotische Burg auf hohem Sockel mit Kapelle, Kampanile und Donjon, detaillierte Ansicht der Längsseite von Süden.","Der Kronprinz plante eine Ordensburg für sich und seine Geschwister, die in der Nähe von Potsdam auf dem Kälberwerder stehen sollte. Die Zeichnungen des Kronprinzen zum St.-Georgs-Orden [?] zeigen ausschließlich gotische Entwürfe einer Burg beziehungsweise eines Klosters mit Kapelle. Dieser Entwurf kombiniert den Kirchenbau mit einem italianisierenden, rundbogigen Kampanile. Daraus spricht bereits die Italiensehnsucht des Kronprinzen, der seit früher Jugend dieses an antiken Kunstwerken so reiche Land sehen wollte. Friedrich Wilhelm erhielt jedoch erst 1828 die väterliche Erlaubnis, in das ersehnte Land reisen zu dürfen. Als Gegenpol zur Kirche und dem Kampanile zeichnete der Kronprinz auf der gegenüberliegenden Seite der länglichen Insel meist einen wehrhaften, zinnenbekränzten Turm, gleich einem Bergfried [vgl. GK II (12) II-2-Bf-13 oder GK II (12) II-2-Bf-11]. Vom Kirchturm stets überragt, bildet jener den westlichen Abschluss der Anlage. Mit Devanagari-Zeichen [?], die das deutsche Wort wiedergeben und die der Kronprinz zur Chiffrierung nutzte, setzte er unter die Darstellung die Bezeichnung des Gebäudeensembles (vgl. Zuchold 1992, S. 492). (C. H.)","St. Georgen im See; Devanagari","Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 123","topographisch: Potsdam: Kälberwerder: St. Georgen im See; sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kloster; sachlich: Ordensgemeinschaft: St. Georgen im See; sachlich: Text: Devanagari","350; 602; 626; 860; 902","92119; 92189"
